Age,Gender,Education Level,Job Title,Years of Experience,Salary
59,Female,PhD,Senior Manager,3,44337
43,Female,Master's,Senior Manager,21,165735
38,Male,Master's,Data Analyst,6,76344
52,Female,Bachelor's,Director,5,60921
43,Male,Bachelor's,Software Engineer,13,113950
56,Female,Master's,Sales Associate,19,159856
49,Male,Master's,Director,2,43768
47,Male,Bachelor's,Director,14,132247
35,Male,PhD,Sales Associate,3,56628
60,Female,Bachelor's,Software Engineer,1,39736
47,Male,PhD,Director,1,34450
39,Male,Master's,Director,21,172829
28,Male,Master's,Senior Manager,3,56368
43,Male,Bachelor's,Sales Associate,1,34292
47,Male,Bachelor's,Sales Associate,11,110320
36,Female,PhD,Software Engineer,21,169082
24,Female,Master's,Senior Manager,7,76857
52,Male,PhD,Sales Associate,11,105039
47,Male,Master's,Data Analyst,1,38811
48,Female,Bachelor's,Data Analyst,11,109118
31,Male,Master's,Senior Manager,14,133571
27,Female,Bachelor's,Senior Manager,14,133306
39,Female,Bachelor's,Software Engineer,8,86698
31,Male,Bachelor's,Senior Manager,8,85606
52,Male,PhD,Software Engineer,3,51008
42,Female,Master's,Software Engineer,9,105935
27,Female,PhD,Senior Manager,2,41029
29,Female,PhD,Senior Manager,19,164746
56,Male,Master's,Software Engineer,24,197004
46,Female,PhD,Data Analyst,24,191935
37,Male,PhD,Data Analyst,22,172133
49,Male,PhD,Data Analyst,15,135988
53,Male,Master's,Director,18,147239
26,Male,Master's,Data Analyst,7,79627
54,Female,PhD,Sales Associate,16,142985
58,Male,Bachelor's,Software Engineer,11,111855
25,Male,Bachelor's,Sales Associate,12,117615
34,Female,PhD,Data Analyst,19,154941
28,Female,PhD,Data Analyst,7,78489
38,Male,PhD,Senior Manager,8,91133
30,Male,PhD,Sales Associate,23,176762
36,Female,Bachelor's,Data Analyst,1,32251
31,Male,Master's,Software Engineer,12,115718
22,Male,Bachelor's,Data Analyst,23,180880
23,Male,PhD,Senior Manager,15,141639
42,Female,Bachelor's,Director,14,115407
42,Male,Master's,Sales Associate,6,75249
23,Female,Master's,Data Analyst,9,99432
49,Male,Master's,Software Engineer,21,176398
23,Female,Master's,Software Engineer,14,121819
40,Male,Bachelor's,Director,13,134268
37,Female,Bachelor's,Director,2,44597
56,Female,Bachelor's,Software Engineer,0,20000
44,Male,PhD,Data Analyst,24,194636
53,Female,Master's,Data Analyst,9,94495
60,Male,Bachelor's,Director,15,145996
29,Female,Bachelor's,Software Engineer,2,47084
24,Male,Master's,Sales Associate,17,159970
51,Female,Master's,Data Analyst,23,180982
46,Female,PhD,Senior Manager,14,138566
46,Male,Bachelor's,Data Analyst,3,48377
34,Male,PhD,Data Analyst,15,134880
26,Female,Master's,Director,19,162944
49,Male,Master's,Sales Associate,10,110615
43,Male,PhD,Senior Manager,22,182824
41,Female,Master's,Director,16,141579
50,Male,Master's,Data Analyst,22,186990
60,Female,PhD,Software Engineer,16,139438
50,Female,Master's,Sales Associate,3,56902
58,Female,PhD,Software Engineer,8,88046
37,Female,Master's,Senior Manager,5,65707
56,Male,Master's,Sales Associate,23,176287
50,Female,Bachelor's,Director,19,162201
36,Female,Master's,Sales Associate,17,144890
41,Male,PhD,Director,8,78844
30,Male,PhD,Data Analyst,5,67597
25,Female,PhD,Director,19,157433
40,Female,PhD,Director,12,106279
60,Female,Master's,Director,6,71251
55,Male,PhD,Sales Associate,15,138036
23,Female,PhD,Software Engineer,1,35447
59,Female,Master's,Data Analyst,8,89211
40,Male,Bachelor's,Data Analyst,12,109325
29,Female,Master's,Director,4,54620
57,Male,PhD,Senior Manager,25,198654
57,Male,PhD,Sales Associate,5,72411
54,Male,PhD,Director,3,51487
46,Male,PhD,Director,5,70024
31,Female,PhD,Data Analyst,19,162956
31,Male,Bachelor's,Sales Associate,11,105336
59,Male,Bachelor's,Sales Associate,14,136736
33,Male,Master's,Data Analyst,1,27458
38,Female,Master's,Software Engineer,1,36123
51,Male,Master's,Data Analyst,11,102161
53,Male,PhD,Senior Manager,20,171386
38,Female,Bachelor's,Data Analyst,22,176248
37,Female,PhD,Senior Manager,2,42927
36,Male,PhD,Senior Manager,13,124597
37,Male,Bachelor's,Director,23,172436
51,Male,PhD,Senior Manager,10,92392
24,Female,Bachelor's,Software Engineer,21,175633
52,Female,Bachelor's,Sales Associate,3,54418
30,Female,PhD,Software Engineer,23,193936
28,Male,Bachelor's,Software Engineer,19,152986
27,Male,Bachelor's,Director,24,191730
31,Male,PhD,Data Analyst,17,150603
54,Male,Master's,Sales Associate,9,101966
42,Female,PhD,Senior Manager,23,186496
32,Female,Bachelor's,Sales Associate,7,80961
29,Male,Master's,Director,8,86211
51,Female,Master's,Sales Associate,18,150713
41,Female,PhD,Software Engineer,19,159469
27,Male,PhD,Sales Associate,23,179178
36,Female,Bachelor's,Data Analyst,5,68015
39,Female,Master's,Director,20,171530
35,Female,Master's,Director,18,163766
32,Male,Bachelor's,Director,2,36314
35,Male,Master's,Software Engineer,10,100149
50,Female,Bachelor's,Data Analyst,7,81025
58,Female,Master's,Software Engineer,8,93004
23,Male,Master's,Senior Manager,25,202155
46,Male,Master's,Data Analyst,16,136443
25,Female,Bachelor's,Data Analyst,18,157102
30,Male,Master's,Data Analyst,24,195012
43,Male,PhD,Director,9,97571
52,Male,Master's,Data Analyst,20,161076
39,Female,Bachelor's,Senior Manager,11,112067
55,Female,PhD,Sales Associate,22,183374
49,Female,Master's,Data Analyst,5,60072
29,Male,Master's,Data Analyst,24,194341
48,Male,Master's,Director,5,69957
34,Male,Bachelor's,Software Engineer,8,96644
51,Male,Master's,Senior Manager,19,167647
31,Male,PhD,Software Engineer,10,101355
27,Male,Master's,Senior Manager,15,139532
46,Male,PhD,Sales Associate,11,106752
45,Female,Master's,Director,19,150332
44,Female,Bachelor's,Data Analyst,6,72964
31,Female,PhD,Sales Associate,1,31990
30,Male,Bachelor's,Data Analyst,7,95273
57,Male,PhD,Software Engineer,12,121023
42,Female,Bachelor's,Director,4,59665
37,Male,Bachelor's,Software Engineer,9,107958
53,Male,Master's,Senior Manager,10,99408
24,Male,Bachelor's,Director,1,37150
48,Female,Bachelor's,Director,15,131397
28,Female,Master's,Director,22,179100
31,Male,Bachelor's,Director,4,55786
46,Male,Master's,Software Engineer,15,138051
33,Female,Master's,Sales Associate,17,141442
52,Male,PhD,Sales Associate,10,106558
42,Male,Bachelor's,Senior Manager,18,149398
34,Male,Master's,Data Analyst,10,104741
55,Male,PhD,Director,13,115026
46,Female,Master's,Software Engineer,0,24892
38,Male,Master's,Software Engineer,17,161281
39,Female,Bachelor's,Software Engineer,17,141296
32,Male,PhD,Director,1,37992
26,Male,Bachelor's,Sales Associate,9,94315
33,Female,Bachelor's,Director,24,187601
32,Male,Master's,Senior Manager,11,106482
35,Male,Master's,Software Engineer,13,115645
40,Male,PhD,Senior Manager,23,185652
24,Male,PhD,Sales Associate,18,153982
26,Female,Master's,Software Engineer,15,139899
50,Male,Bachelor's,Sales Associate,20,160263
29,Female,Bachelor's,Software Engineer,22,177928
35,Female,Bachelor's,Sales Associate,11,114221
46,Female,Master's,Software Engineer,12,110483
59,Male,Bachelor's,Director,10,96806
27,Male,Bachelor's,Software Engineer,24,183876
51,Female,Master's,Software Engineer,17,143701
41,Male,PhD,Director,2,43565
26,Female,PhD,Sales Associate,22,180378
28,Female,Bachelor's,Director,12,115731
48,Female,PhD,Senior Manager,2,40888
55,Female,Master's,Senior Manager,14,121435
22,Male,Master's,Sales Associate,10,95035
30,Female,PhD,Software Engineer,22,180185
36,Male,Bachelor's,Data Analyst,5,63880
60,Female,PhD,Director,21,162022
47,Female,PhD,Senior Manager,14,126516
36,Male,PhD,Senior Manager,1,39813
30,Male,Master's,Senior Manager,24,193714
31,Male,Master's,Senior Manager,13,122769
24,Female,PhD,Data Analyst,7,79692
60,Female,Bachelor's,Data Analyst,12,117471
59,Female,Master's,Data Analyst,21,175504
22,Male,Master's,Sales Associate,8,81324
32,Male,PhD,Director,5,59480
23,Male,Master's,Director,3,53991
33,Female,PhD,Software Engineer,7,88778
56,Female,PhD,Software Engineer,20,167109
55,Female,Bachelor's,Sales Associate,12,115692
48,Female,Bachelor's,Software Engineer,6,74720
60,Female,Master's,Senior Manager,4,71933
50,Male,Bachelor's,Sales Associate,8,92137
31,Female,Master's,Sales Associate,23,188065
54,Male,Bachelor's,Sales Associate,9,95256
41,Male,Master's,Senior Manager,25,197683
41,Female,PhD,Director,12,110498
54,Male,Bachelor's,Sales Associate,4,63412
42,Female,Master's,Software Engineer,22,185411
34,Male,Bachelor's,Senior Manager,12,121688
57,Female,Master's,Software Engineer,18,153537
25,Male,Master's,Sales Associate,25,191057
47,Male,Bachelor's,Director,1,38519
52,Female,PhD,Sales Associate,2,43553
24,Female,Master's,Sales Associate,18,162944
31,Male,Master's,Director,7,83931
30,Female,PhD,Sales Associate,5,63230
56,Female,Master's,Senior Manager,1,41132
47,Male,Master's,Sales Associate,1,26331
30,Male,Bachelor's,Sales Associate,19,152946
57,Male,Bachelor's,Data Analyst,3,56144
31,Female,Bachelor's,Senior Manager,12,119583
47,Male,PhD,Director,15,136361
39,Male,Bachelor's,Software Engineer,11,104080
26,Male,Master's,Data Analyst,1,28357
51,Female,Bachelor's,Data Analyst,20,158485
34,Male,Bachelor's,Data Analyst,0,33171
36,Male,Bachelor's,Software Engineer,19,165499
30,Female,Master's,Software Engineer,22,185291
53,Female,Bachelor's,Director,11,108285
28,Female,Master's,Sales Associate,13,119806
30,Female,PhD,Data Analyst,12,112209
37,Female,Master's,Data Analyst,10,103672
28,Male,Bachelor's,Senior Manager,22,174674
26,Male,Bachelor's,Software Engineer,22,180281
42,Female,Bachelor's,Software Engineer,8,86161
58,Female,Bachelor's,Data Analyst,15,135063
52,Male,Bachelor's,Senior Manager,23,179696
29,Male,Master's,Senior Manager,24,190433
44,Female,Bachelor's,Software Engineer,13,113848
52,Male,Bachelor's,Sales Associate,11,107874
28,Male,PhD,Director,7,85213
25,Male,Master's,Sales Associate,24,195155
56,Female,Master's,Sales Associate,4,58990
31,Female,Master's,Director,14,139931
41,Female,PhD,Senior Manager,7,75061
30,Female,PhD,Software Engineer,7,80558
24,Male,Bachelor's,Software Engineer,10,103804
42,Male,PhD,Software Engineer,25,205143
39,Male,Master's,Data Analyst,1,37449
50,Female,PhD,Senior Manager,14,136651
55,Male,Bachelor's,Software Engineer,2,52500
27,Female,PhD,Software Engineer,4,58516
29,Male,Master's,Senior Manager,11,107059
58,Female,Bachelor's,Sales Associate,13,119502
38,Female,Bachelor's,Senior Manager,6,68766
58,Male,PhD,Software Engineer,8,85488
35,Male,Bachelor's,Director,2,37779
35,Male,PhD,Data Analyst,8,89313
49,Male,PhD,Director,24,183162
26,Female,Master's,Software Engineer,24,189906
38,Female,Master's,Data Analyst,8,96770
36,Female,Master's,Software Engineer,14,135036
23,Male,Bachelor's,Senior Manager,23,180599
34,Female,Master's,Data Analyst,0,32801
37,Male,PhD,Senior Manager,20,168749
24,Male,PhD,Senior Manager,24,186168
23,Female,Master's,Director,2,43915
45,Male,Master's,Director,4,61393
30,Male,Master's,Sales Associate,24,182387
36,Male,Bachelor's,Software Engineer,13,123397
25,Male,Master's,Data Analyst,0,32452
26,Male,Bachelor's,Director,6,74547
28,Male,Master's,Senior Manager,11,104724
23,Male,Bachelor's,Sales Associate,17,146383
51,Female,PhD,Director,18,157905
56,Male,Bachelor's,Sales Associate,25,197340
42,Female,Master's,Director,7,87982
53,Female,Master's,Data Analyst,13,129933
27,Male,Bachelor's,Software Engineer,13,129064
39,Male,PhD,Software Engineer,10,93937
27,Female,PhD,Director,4,64404
60,Male,PhD,Director,24,189886
24,Female,PhD,Sales Associate,21,167740
39,Female,Bachelor's,Director,12,122173
26,Female,Master's,Sales Associate,15,137540
25,Male,Master's,Senior Manager,6,75936
50,Female,PhD,Sales Associate,14,124277
25,Female,PhD,Director,17,151132
23,Female,PhD,Director,13,113196
58,Female,PhD,Director,25,204031
29,Female,Master's,Senior Manager,15,131257
54,Female,Master's,Director,9,93427
58,Male,Master's,Senior Manager,19,157802
51,Male,Master's,Director,4,61917
26,Female,PhD,Senior Manager,10,95617
28,Male,Bachelor's,Sales Associate,9,98623
29,Male,PhD,Sales Associate,11,109645
47,Female,Bachelor's,Director,20,156949
29,Male,Master's,Software Engineer,12,120898
23,Female,PhD,Senior Manager,20,170787
39,Male,PhD,Director,14,128668
44,Male,Master's,Sales Associate,9,86641
39,Male,Master's,Senior Manager,20,170590
41,Male,Bachelor's,Senior Manager,6,76845
39,Female,Master's,Sales Associate,6,65961
32,Female,Bachelor's,Director,13,125036
58,Male,Master's,Director,7,74831
54,Male,Bachelor's,Director,0,35477
34,Female,Master's,Software Engineer,16,135943
24,Male,Master's,Data Analyst,13,117854
55,Female,Master's,Sales Associate,11,109384
50,Male,Bachelor's,Senior Manager,24,186073
25,Female,Master's,Data Analyst,14,131289
49,Male,PhD,Data Analyst,22,174678
39,Female,Master's,Director,3,53946
27,Female,Bachelor's,Director,14,129102
50,Female,Bachelor's,Data Analyst,22,170616
36,Female,Master's,Software Engineer,15,133272
57,Female,PhD,Senior Manager,18,154094
24,Female,PhD,Software Engineer,9,92622
58,Female,Bachelor's,Director,2,52195
25,Female,PhD,Director,11,114116
23,Female,Master's,Sales Associate,10,105198
44,Male,Master's,Data Analyst,22,172893
45,Male,PhD,Director,6,63059
30,Male,Master's,Sales Associate,24,199717
55,Female,Bachelor's,Software Engineer,24,190653
52,Male,Bachelor's,Senior Manager,6,77091
33,Male,Master's,Senior Manager,9,95029
39,Female,Bachelor's,Data Analyst,22,183016
52,Male,Master's,Director,24,185663
54,Female,PhD,Senior Manager,11,104926
52,Female,Master's,Sales Associate,8,83469
32,Male,PhD,Software Engineer,13,126776
51,Male,Bachelor's,Sales Associate,17,143974
46,Female,PhD,Director,7,72363
42,Female,PhD,Director,18,154338
59,Male,Bachelor's,Data Analyst,1,36625
45,Female,PhD,Data Analyst,1,37273
55,Female,Master's,Director,10,97736
51,Female,PhD,Data Analyst,9,96809
24,Male,Bachelor's,Director,8,93471
32,Male,Master's,Director,12,118399
45,Male,PhD,Director,8,94361
39,Female,Master's,Data Analyst,5,67737
58,Female,Master's,Director,8,81753
44,Male,Bachelor's,Senior Manager,24,187888
57,Male,PhD,Software Engineer,10,100008
30,Male,Master's,Sales Associate,11,109333
56,Female,Master's,Software Engineer,14,130925
42,Female,Master's,Data Analyst,25,196251
30,Female,Master's,Senior Manager,6,73378
37,Female,Bachelor's,Director,17,150267
59,Male,Master's,Senior Manager,18,148570
58,Male,Master's,Sales Associate,15,138511
23,Male,Bachelor's,Software Engineer,2,42807
34,Male,Bachelor's,Data Analyst,17,145583
56,Male,Bachelor's,Data Analyst,2,37193
23,Male,Bachelor's,Director,15,143056
58,Male,PhD,Director,18,152126
37,Male,PhD,Software Engineer,5,71869
26,Female,Bachelor's,Data Analyst,21,173012
33,Male,PhD,Software Engineer,1,26984
53,Female,Master's,Software Engineer,21,172077
60,Male,Master's,Director,12,101273
27,Female,Bachelor's,Senior Manager,5,78315
46,Male,Master's,Director,3,52070
57,Male,Master's,Software Engineer,24,194717
56,Female,Master's,Director,2,48830
37,Male,Master's,Data Analyst,5,63427
55,Male,Bachelor's,Data Analyst,9,93532
29,Male,Master's,Software Engineer,16,140302
46,Male,Master's,Software Engineer,14,136617
45,Female,Master's,Senior Manager,3,51396
52,Male,PhD,Sales Associate,7,82693
31,Male,Master's,Data Analyst,6,66642
46,Male,PhD,Sales Associate,5,64494
45,Male,Bachelor's,Data Analyst,10,102001
25,Female,Bachelor's,Data Analyst,18,159072
35,Female,Bachelor's,Data Analyst,5,79158
30,Male,PhD,Senior Manager,9,99227
60,Female,PhD,Data Analyst,10,102732
60,Female,Bachelor's,Software Engineer,24,195759
32,Male,Master's,Sales Associate,24,185905
53,Female,Bachelor's,Data Analyst,20,174088
53,Male,Master's,Sales Associate,6,67018
58,Male,Master's,Senior Manager,2,38923
27,Female,Master's,Software Engineer,8,91131
47,Female,Bachelor's,Senior Manager,7,76381
30,Male,PhD,Data Analyst,13,132998
47,Female,PhD,Director,19,167131
55,Male,Master's,Director,21,180591
25,Female,PhD,Senior Manager,21,169924
46,Female,Master's,Data Analyst,9,100310
42,Female,Master's,Director,17,154007
29,Female,Bachelor's,Senior Manager,8,94956
31,Female,Bachelor's,Senior Manager,2,28840
42,Female,Bachelor's,Senior Manager,18,148280
55,Female,Bachelor's,Sales Associate,0,31390
48,Female,PhD,Software Engineer,10,105991
23,Male,Bachelor's,Data Analyst,8,89874
27,Female,Bachelor's,Director,17,143273
56,Male,Bachelor's,Director,19,163049
47,Male,PhD,Data Analyst,8,87102
23,Male,PhD,Director,20,168826
45,Male,Bachelor's,Data Analyst,7,83536
28,Male,Bachelor's,Senior Manager,11,115275
57,Female,PhD,Software Engineer,18,155334
27,Male,Bachelor's,Software Engineer,17,144591
25,Male,Master's,Sales Associate,25,200845
47,Male,PhD,Data Analyst,6,77858
52,Male,Master's,Director,17,145857
32,Female,Master's,Director,15,142057
33,Female,Bachelor's,Senior Manager,23,176172
36,Female,Bachelor's,Senior Manager,4,57492
51,Male,Master's,Sales Associate,19,151311
32,Female,PhD,Director,14,136592
25,Male,Bachelor's,Software Engineer,7,72744
34,Female,Master's,Data Analyst,12,113295
59,Male,PhD,Director,8,91963
39,Female,PhD,Senior Manager,14,136890
43,Male,Bachelor's,Sales Associate,22,182722
51,Male,Bachelor's,Software Engineer,14,136853
43,Female,Bachelor's,Sales Associate,16,145229
47,Female,Master's,Senior Manager,13,129340
55,Male,Master's,Senior Manager,1,29114
36,Female,PhD,Data Analyst,6,70125
26,Male,PhD,Software Engineer,12,120576
26,Female,Master's,Senior Manager,8,94534
52,Female,Master's,Senior Manager,5,60490
47,Female,Bachelor's,Director,13,130182
44,Female,Bachelor's,Software Engineer,8,90689
57,Male,Master's,Senior Manager,6,73639
46,Male,PhD,Software Engineer,12,107805
24,Male,Bachelor's,Data Analyst,3,57494
40,Female,Bachelor's,Senior Manager,23,182372
30,Male,Master's,Software Engineer,22,175668
46,Female,PhD,Director,18,153930
29,Female,Master's,Sales Associate,3,49611
47,Female,PhD,Director,19,173078
56,Female,Bachelor's,Sales Associate,20,170267
25,Female,Master's,Software Engineer,19,159271
32,Female,PhD,Data Analyst,3,46376
48,Male,Bachelor's,Director,16,151483
49,Male,PhD,Sales Associate,21,169602
44,Male,PhD,Sales Associate,14,135375
27,Female,Bachelor's,Sales Associate,16,144504
31,Female,Master's,Data Analyst,11,114724
56,Female,Master's,Data Analyst,13,131445
53,Male,Bachelor's,Sales Associate,1,35994
58,Male,Bachelor's,Senior Manager,16,146449
38,Female,Master's,Sales Associate,2,45341
39,Female,Bachelor's,Data Analyst,11,106355
32,Female,Master's,Director,7,85962
42,Male,PhD,Senior Manager,14,123965
54,Male,Master's,Director,3,48023
31,Female,PhD,Sales Associate,17,153551
27,Male,PhD,Director,20,168696
51,Male,PhD,Software Engineer,4,61347
48,Male,Master's,Senior Manager,3,48132
